Unnamed: 0,text,label
359,memesan posisi rumah bentaru selatan jakarta bekasi seller pengemudi gojek mengambil jalan alternatif hellowwww surat cepat tarif sepeda motor internet rumah rumah rumah penjual mohon penjual barang dikirim langsung surat cepat mengambil,Anger
360,si penipu peringatan ditipu balasan mengirim bukti tambahan wa ruang tokped mengirim bukti,Anger
361,jir sehari pake udah rusak quality control yg bener ahelah,Anger
362,layanan,Anger
363,mantap puas pake bangeeeey,Love
364,ujung kabel steker pegangan telepon telepon terpasang sempurna,Sadness
365,gak sesuai gambar promo contoh nya gbar promo pcs warna yg berbeda trus pas barang nya warnanya,Fear
366,barang dateng sesuai pesanan beda warna,Sadness
367,beli barangnya asli penjualnya terima kasih kak,Happy
368,barang ok pengiriman lamaa konfirmasi aja butuh packing ga banget ga pake buble,Happy
369,menyesaalllll bahan aja harga,Sadness
370,maskernya rapet packaging rapi lengkap kotak berprelastik,Happy
371,penjual berkualitas terbaik kemajuan barang langsung diinformasikan obrolan pembeli,Love
372,mantaaff,Love
373,mantap pastelnya pemesanan utk yg kesekian kalinya langganan n puas sm penjualnya jg ramah banget rekomend pokoknya,Happy
374,thanks respon nya informasi yg product nya oke bgt uda order kesini barang yg kirim rapi n cpt sampe nya,Love
375,warna gak sesuai hijau muda,Fear
376,puas gercep banget seller nya pesan kartu duanya berfungsi aman terima kasih,Happy
377,sepatu nya kulit,Anger
378,imei terdaftar kemenperin barangnya original penjualnya ramahbanget barangnya mulus proses pesanan cepat berfungsi packaging rapi garansi ibox,Happy
379,maaf kasih bintang paketnya langsung nyasar penerimanya nama untungnya penerimanya langsung menghubungi pas ambil isi nya box sesuai foto pesan box si penerima mengaku mengambil box sisanya alamat label alamatnya dibungkus pakai lakban kertas bening berdebu kena air pudar,Fear
380,warna difoto,Sadness
381,dicoba semoga bagus hasilnya drpd yg shampoo noni mokeru packing mantull respon seller cepat goodlah,Love
382,produk yg dikirim tdk alias mati produk rusak yg dikirim sbg konsumen sy dirugikan,Sadness
383,ujung kabel colokan gagang telepon pesawat telepon terpasang sempurna,Sadness
384,item penyokkkkk diganti catatan unboxing,Fear
385,sedih ga dapet gratisannya padhl yg pd dapet,Sadness
386,sy pesan shampoo body yg sy terima body shampoo tdk sy terima salah sy tdk video unboxing percaya sj dgn seller official win win solution sy bintang terima ksh,Fear
387,wanginya menyengat lengket ditangan cepat girang packing tebal pakai dus buble wrap langganan beli produk recommended seller,Love
388,jahitannya rapi bahannya lembut,Happy
389,ukurannya sesuai anak bahannya bagus anak suka makasih ya,Love
390,dateng coba udah copot yg kanan udah coba perbaiki trus coba pake copot,Fear
391,chat read dibalas krn foto paket jedai barang yg kecewa pertanggung balas chat etikat,Fear
392,barang ori bagus segel berfungsi,Happy
393,not recomended seller toko surprise ultah moment yg hancur gitu aja parahhhhh nyesel banget banget belanja ditoko,Sadness
394,pembelian kecewa pas beli kali suka banget parfumnya order wanginya gak konsisten beda yg kemasan jga keliatan kayak luntur gitu tulisannya pas dipegang cat botol parfumnya luntur tangan,Sadness
395,layanan lemah respons berpakaian washington mengobrol gg ditopang respons berbeda beli toko,Sadness
396,layanan memuaskan seller rekomended,Love
397,admin menghubungkan jawabannya,Anger
398,barangnya ga rapih jahitannya benang yg ga beraturan,Sadness
399,ancur dah pelayanannya gausah kesini dah kalo gak kapok,Anger
400,alhamdulillah barang berfaedah beli kali pesanan proses acap,Love
401,barang berlubang model persegi nya kirim buyer nya model bulat warnanya berantakan jelek,Sadness
402,pengantaran packaging rapih barang kondisi bagus,Happy
403,suaranya gk bs bersih noise hasilnya bagus ngerekam pakai headset iphone drpd pakai,Sadness
404,barang selamat dompet nya keren bingkisan premium dompet mahal,Happy
405,pilih varian hitam yg dikirim putih setuju kalo gaib komunikasikan kpda buyer fitur chat jgn kirim aja komplen males ribet,Anger
406,barang sampah bilang authentic barang kw beli box kepastian authentic pakai jam pahit barang kw,Anger
407,pembelian salah dipertukarkan mencobanya klaim garansi membalas tai bot,Anger
408,menjalin,Love
409,zaman dah metong,Sadness
410,,Fear
411,barang diterima terimakasihh ya semoga bermanfaat,Happy
412,modelnya keren kecewa baterai senter bertahan,Sadness
413,halus dikirim kasar laen ngopi duli biar melek admin yg ngurusin orderan,Anger
414,salah kasih wrna ak pesen brown grey huhu,Sadness
415,mantaaff,Love
416,balon sesuai gambar bagus kualitas kecurangan gambar kecewa,Sadness
417,barang sesuai harapan muat barang meja rias rapi,Happy
418,toko barang rusak dibebankan konsumen penjual gelembung dibebankan pembeli,Anger
419,kualitas barang rusak dibuka,Anger
420,pengemasannya rapi kurir pengiriman cepat direkomendasikan,Love
421,ukuran sesuai rapi,Happy
422,roti keras gak enak,Anger
423,datar sesuai pengiriman emas alih mengirim merek putih merek,Anger
424,ga layak ga dibuang aja,Anger
425,bawaan perincian dikirim,Anger
426,lucu bgt warnanya recommended harga murah ngga murahan next order,Love
427,item toko songgong rombeng dibebankan konsumen penjual gelembung dibebankan pembeli,Anger
428,topeng longgar,Fear
429,luntur sdh bbrp kali cuci,Sadness
430,kecewa tdk spt yg diharapkan basah airnya udah diputer dr yg plg yg besarrr,Sadness
431,pesan nut slider,Fear
432,barang sesuai selamat,Happy
433,terbaik respons cepat proses harga terbaik cepat bantuan berguna sejarah tanggal reservasi mendadak hambatan tiketnya panas tiket dibantu,Love
434,pesan godly grey nya lovely brown gak teliti banget admin nya,Fear
435,kali spons lem efisien,Sadness
436,kualitas product bagus material bagus recomended terimakasih tokopedia miniso tong sampah plastik nya gratis semoga berkah tokopedia miniso tong sampah nya utuh bagus nyaman mungil bahan nya lembut soft doft yaa dimainkan anak melukai rusak pecah semoga awet menemaniku,Happy
437,pengiriman sehari beli krn ekspektasi kaya review youtuber yg bilang awet ga kering ga lengket kalo ketup ga bnr ringan wrn oxidize turun menggelap makan nasi ayam aja udh ilang bener bibir,Anger
438,dikirim lapuk,Anger
439,jelak yg patah pedang meletot warna ya yg salah fatal,Anger
440,tenteram barangnya sesuai murah pengemasan aman dus wrap next time order sukses lapaknya gan,Love
441,beli tp gak dikirim,Fear
442,puas banget seller helpfull responsif cepet banget nya recomended,Happy
443,mantap bgt aroma bkn sekedar isu mantul dn mempesona pas lidah dn irit kantong makasih gan,Love
444,kualitas bagus kertasnya tipis buku original,Fear
445,kecewa beli masker pcs yg dtg karna ga video unboxing foto jd ga diklaim lumayan ambil untung dr yg ga bikin video unboxing ya ka teliti mengirim,Sadness
446,bahannya enak bagus nyaman,Happy
447,penjual barang dagangan diterima pembaruan kebalikan sumber daya manusia diselesaikan uang dikirim penjual uang,Anger
448,barang cepet pengirimanya sesuai pesanan,Happy
449,kerennn objek ponsel korea daim,Love
450,barang sesuai urutan proses pengaduan lma berbelit,Anger
451,barang sdh diterima kondisi semoga bs berfungsi spt yg diharapkan pengiriman cepat tks seller,Happy
452,g dikirim sm bubble wrap,Fear
453,warna lucu direkomendasikan nilai murah murah aturannya,Love
454,maaf kualitas buruk bahan tipis lingkar kepala gak disetel,Sadness
455,powerbank nya berfungsi baterai full charge disambungkan handphone handphone tercharge,Fear
456,kondisi ikan cupang sehat dipacking rapi apik,Happy
457,sungguh barang sesuai kemasan murah aman membungkus kali sukses sukses saudara,Love
458,semangat mancing,Happy
459,keren cepet kirimnya ga sampe menit bayar langsung pesanan perjalanan packaging rapih,Happy
460,barang bagus sesuai pengiriman cepat positive job,Happy
461,barang sesuai pesanan gambar etalase penjelasan penjual bayi,Happy
462,bawaan sampe sobek gw kasih bawaan rijek balau ni seller,Anger
463,jari sulit hidup terkadang sendok membekukan kekosongan komputer menggantikan gk tanggapan jaminan seumur hidup,Fear
464,puas seller tineco fast response barang yg dikirimkan jg quality proper,Love
465,dikirim lilin nya sdh beli,Fear
466,barang bagus estimasi dilokasi sesuai aplikasi semoga pelayanannya ditingkatkan,Fear
467,ancuuuurrrr bubukkkk remukkk berbentukkkkkkkkkkkkkkkkkkllkl,Anger
468,kualitas barang mengecewakan,Sadness
469,mevvah bro thx u fast respon fast delivery,Love
470,packing bocor oil kecewa,Sadness
471,kekecewaan elemen kotak dibuka pecahnya botolnya rusak tersisa,Sadness
472,lucu bahannya tipis penjual hebat,Love
473,mencoba varian air misel mudah cocok varian esensi mikro loreal didiskon pulak pengiriman cinta aman terima kasih tokped loreal,Love
474,admin cs nya ga nyambung nya,Anger
475,berlangganan cetakan layar hasil ajib seller ajib,Love
476,barang dikirim penjual janji dikirim permintaan penjual penjual,Anger
477,barang tujuan resi nyangkut agen kurir kontak cs cs rekannya kejelasan sayang untung barang murah sy jg,Fear
478,beli ngepasin uang dikasih nya dlm kondisi bekas baiklah ga perekat bekas lekukan iya murah cuman kompeten jualannya,Fear
479,bagus nih sensor nya ok bgt pilihan suara utk alarm jg oke akirnya dpt alarm clock yg sesuaiiii,Love
480,menghabiskan inventaris buruk kualitas buruk cairannya berbeda cairan cair menyukai produk menurun dicampur cairan,Fear
481,lumayan bagus bahan cpt jga proses pengiriman,Happy
482,kecewa,Anger
483,sesuai pesanan bahan nyaman fast respon packing rapiii,Happy
484,penjual bertanggung celana keren disarankan,Love
485,itemnya lengket lemah,Anger
486,bahan jelek mudah patah x pakai patah jarumnya pegangannya keras sungguh merepotkaan membuta kerja lambat beli mahal berkualitas,Fear
487,bagus semuaaaaanyaaaaaa,Love
488,pesannya warna putih datengnya kalinya yg balikin gudang sarinah trs warna putih nggak refund uang yg pesen lg warna putih datengnya tp ya lelah,Sadness
489,keliru putarannya kunci los kunci jd tdk terpakai tp sy males return sesuai harga x ya utk respon sich acc tp tdk say sorry dr penjual,Fear
490,suaranya mantap packaging aman barang mudah,Happy
491,maaf bs kasih bintang dpt barang yg penyok pelor hilang respon pengiriman jg lambat,Sadness
492,barang cepat tp ad keteken kardus hpnya semoga gk hpnya,Happy
493,informasi konfirmasi terkait membeli kali sesuai sesuai toko e buruk,Fear
494,kualitas bahan mantap berfungsi pengiriman cepat respon cepat paking rapi dijamin termurah,Love
495,menggunakannya rusak terbalik toko memintanya cepat mengirim orang pulang rumah menanggapi,Fear
496,mengerti konsep membuka pensil rusak,Anger
497,produk tdk paket,Fear
498,beli benih telepon toko barang memiliki penggantian murah,Anger
499,mengisi daya pengisian cepat kecewa kepala pengisi daya mengisi colokan laptop terhubung pengisian daya,Sadness
500,jelek banget orderan ga keterangan nya sdh order order barang ga,Fear
501,sambungannya rapih,Sadness
502,kotor cangkan ga terima retur hati,Fear
503,rapi universitas qc diskon item rusak kecewa,Sadness
504,prosesnya berharap studi tim logitech,Fear
505,sesuai gambar kayu kardus,Anger
506,instalasi mudah pengangkutan cpt respon cpt trims seller smoga lestari aamiin sukses seller tokopedia,Love
507,gak dpat tefal info gak konfirmasi terkait udah beli beberp kali proporsional tp kali proporsional mending official store ecommerce rongsok rongsok,Fear
508,barang sesuai permintaan silakan kumpulkan barang hati,Fear
509,wow murah pengemasan produk elegan keren uhuy pisan hehehehehe,Love
510,aja beli barang dikirim order chat gak direspon packaging terkesan tau aja,Fear
511,packing aman pengiriman cepat barang berfungsi,Happy
512,suka banget ama slamenya bonusnya byk pengiriman cepat semoga sukses seller,Love
513,highly not recomended seller pesan dikirim itikad tanggung dr seller mohon ya,Fear
514,toko gimana pakai kasih udah mati kali jg bener jualan,Fear
515,bawaan sesuai lamaran kumpulkan bawaan bagus,Fear
516,layanan toko sampah,Anger
517,lumayan positive,Happy
518,thankyou madame gie barang sesuai pesanan suka,Happy
519,semoga cepat awet barang sesuai,Happy
520,beli bolpen isi ulang mainan anak dikirim tanggung toko,Anger
521,pengiriman cepat barang bagus murah,Happy
522,barang dikirim berbeda gambar dibocorkan merek kuas penipuan,Fear
523,beli pesanan tgl lengkap mengeluh tanggal kerusakan,Anger
524,cover buku gak bagus lem nya kualitas buruk cover bukunya lepas kualitas tulisan fotokopi rekomended beli,Fear
525,beli simcard response cepat penjual terima kasih,Love
526,barang aman sesuai pesanan,Happy
527,beli pack yg dikirim pack kecewa,Sadness
528,nyaman dipakai,Happy
529,sesuai harga kualitas nol,Anger
530,elemen penyokkkk diganti catatan pembatalan,Fear
531,drone sulit dikendalikan take miring wlpun ud kalibrasi sesuai kertas petunjuk menu app android bhs inggris pesan errornya bahasa mandarin gak baca,Sadness
532,nyaman mengenakan kemasan bagus pengiriman super,Love
533,beli peti penyalut plastik berbeda engah robek,Fear
534,warna tdk sesuai dg yg,Sadness
535,alhamdulillah barang dtg dlam aman pecah,Happy
536,berbohong efektif,Anger
537,penjual menyetujui pengisian barang impor cepat,Fear
538,barang trima dlm lecek sperti pesen lembar dlm melitut bungkus bareng dgn list pesenan sya kecewa banged not rekomend seller,Sadness
539,penjual angkuh namanya pembeli raja layani mestinya kepuasan pembeli prioritas utama loh angkuh sombong makan tuh duet haram gue belanja olshop loh cuih,Anger
540,produk diterima lengkap lampunya terang pas kepala gak sempet foto barang bagus proses kunjung penjual respon nya melambay cabut kasih,Love
541,colokannya gk sesuai mic nya berfungsi dilubang headset lubang micnya berfungsu,Sadness
542,kualitasnya jelek sebanding harganya minggu pakai,Anger
543,nyaman dipakai kemasan bagus pengiriman super,Love
544,pilih varian hitam yg dikirim putih acc kalo lelap komunikasikan kpda buyer fitur chat jgn kirim aja komplen males ribet,Anger
545,review jujur ya port kontroler player nya nggak berfungsi coba seller no respon coba reset colok cabut kontroler tp nggak berfungsi thanks,Sadness
546,zonk packaging bottle zonk bgt,Anger
547,dikirim sesuai pengaturan proses,Fear
548,roda permintaan ditetapkan tokopedia terima kasih dsini,Anger
549,direkomendasikan penjual,Fear
550,elemen kemasan asli bagus penjualnya cepat,Love
551,ga sesuai foto bahan kulit lembu bohong,Anger
552,kesan gak parkiran gojek tanggung pembeli kapok ah beli ditoko lancar aja bos,Fear
553,enak banget pulen teksturnya nasi gampang buatnya,Love
554,tas nya bagus banget bahannya tebel pengiriman barang cepat,Love
555,,Anger
556,pembelian puas barang disukai salah produk disukai anabul,Love
557,barang selamat cakep modelnya kecewa produk eiger,Happy
558,bagussss sukakakkk ntah udh brp kali order bahannya bagus adem n nyaman harga promonya mantulll,Love
559,respons penjual lambat menyajikan bahan selang mudah melentur mesin cuci,Sadness
560,rekomended suara ancur nois nya kacau nyesel kualitas ga bagus ga kepake,Sadness
561,keacakan artikel harapan terima kasih,Love
562,gatal tenggorokan membelikan menyesalinya,Fear
563,thanks sukses,Happy
564,obrolan tangkisan memasuki bidang dijanjikan,Anger
565,tdk sesuai,Sadness
566,packaging simpel proses pesanan cepat packaging aman packaging rapi,Happy
567,kaca yg lecet barang retur jual,Sadness
568,nyaman kulit packaging simpel proses pesanan cepat packaging aman packaging rapi,Happy
569,stelah pemakaian rutin kutu anjing spot spray kutunya doang nyesal produk,Sadness
